,0,1,2,3,4,5,6,7,8,9,10
0,Other,"Reference
1.",250/1,1.82(A),D.R.MEMO.NO-G1/478/2016,2016-07-18,"00:00:00
2.",250/1,"0.0()
3.",250/1,"0.0(A)
4."
